amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
S01-5478537-3777066	18062574H	2018-06-25T09:34:00+00:00	2018-06-26T16:56:45+00:00	Shipped	Amazon	Non-Amazon			Standard	Gratiae Organics Lifting Facial Mask, 1.7 Ounce	SM-LSLQ-C3QE	B004X9BSG4	Unshipped	1															false		
S01-2187047-1661006	xi6m2zh425	2018-06-22T02:35:19+00:00	2018-06-22T02:35:54+00:00	Shipping	Amazon	Non-Amazon			Standard	Gratiae Organics Facial Cleansing Lotion, 6.8 Ounce	KN-2B5X-YB0L	B003CEA88U	Unshipped	1															false		
S01-7688026-0595423	xi6f2zp363	2018-06-15T02:35:26+00:00	2018-06-20T20:16:15+00:00	Shipped	Amazon	Non-Amazon			Standard	ZAIAI Women's Parkas Anoraks Long Coats with Removable Faux Fur Trim Hood Black XXL	MY71107K0XXL	B0761NLN4R	Unshipped	1															false		
S01-4367805-3321061	xi682yg958	2018-06-08T02:34:18+00:00	2018-06-20T17:17:12+00:00	Shipped	Amazon	Non-Amazon			Standard	Gratiae Organics Facial Cleansing Lotion, 6.8 Ounce	KN-2B5X-YB0L	B003CEA88U	Unshipped	1															false		
114-9844880-1011462	114-9844880-1011462	2018-07-02T05:58:31+00:00	2018-07-02T21:05:04+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier by Dead Sea Premier Luxury Collection Milk Cleanser, 8.5 fl oz	HF-a1e-LCMC	B000VF5WVG	Shipped	1	USD	29.0								ENCINO	CA	91316-4323	US		false		
112-2722935-5910653	112-2722935-5910653	2018-07-02T05:42:36+00:00	2018-07-02T18:52:28+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Miracle Noir Mask, 2.04 Fluid Ounce	HF-a10e-MINM	B0010BBCFK	Shipped	1	USD	40.48								LOS ANGELES	CA	90028-9106	US		false		
111-0647623-4575455	111-0647623-4575455	2018-07-02T03:37:59+00:00	2018-07-02T22:26:45+00:00	Shipped	Amazon	Amazon.com			Standard	Premier Dead Sea Body Butter Herbal Scent	DW-MG8E-BMQG	B00157ZFC0	Shipped	3	USD	59.97		12.5				6.0		Toronto	Ontario	M3J 1K7	CA	è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
113-5090328-7008204	113-5090328-7008204	2018-07-02T03:18:04+00:00	2018-07-02T03:18:16+00:00	Pending	Amazon	Amazon.com			Standard	Premier Dead Sea Mineral Body Treatment - Salt Scrub - Lemon Aroma	HF-a6e-LASS	B002DYY35Y	Unshipped	1	USD	17.39								West Palm Beach	FL	33415-6314	US	US Core Free Shipping Promotion A3JU1FCINF5SD0,VPC-1-34345921 Coupon	false		
111-3832080-5624237	111-3832080-5624237	2018-07-02T02:54:09+00:00	2018-07-02T15:41:24+00:00	Shipped	Amazon	Amazon.com			Standard	Premier Dead Sea Body Butter Herbal Scent	0Z-KJNM-D56T	B00157ZFC0	Shipped	2	USD	39.98		6.57				4.0	6.57	SACKETS HARBOR	NY	13685	US	US Core Free Shipping Promotion A3JU1FCINF5SD0,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
112-0786576-1061060		2018-07-02T02:35:20+00:00	2018-07-02T03:01:19+00:00	Pending	Merchant	Amazon.com			Standard	Exfoliating Body Scrub (Passion Fruit and Lime)	HF-f15b-EXBS-ZF	B004OEUPGM	Unshipped	1	USD	32.89		0.0		0.0				DANDRIDGE	TN	37725-4723	US		false		
112-0291451-7581042	112-0291451-7581042	2018-07-02T02:05:38+00:00	2018-07-02T02:05:45+00:00	Pending	Amazon	Amazon.com			SecondDay	Premier Dead Sea Essential Face Cleanser for Men	06-LI7A-IZ44	B0052K03KA	Unshipped	2	USD	23.18								COLORADO SPRINGS	CO	80918-7978	US	è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
112-1704664-1018608	112-1704664-1018608	2018-07-01T23:52:26+00:00	2018-07-02T22:34:27+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Para-pharmaceutical Exfoliating Facial Gel, Brown, 4.3958-Fluid Ounce	HF-a69e-PEFG	B00BD3OU72	Shipped	1	USD	25.69								SHERMAN OAKS	CA	91403-4532	US		false		
112-5965281-9493005	112-5965281-9493005	2018-07-01T23:30:17+00:00	2018-07-02T05:27:28+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Essential Face Cleanser for Men	06-LI7A-IZ44	B0052K03KA	Shipped	1	USD	11.59						6.16		VALLEJO	CA	94589-3108	US	VPC-1-34345921 Coupon,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
114-2782864-8009042	114-2782864-8009042	2018-07-01T23:09:30+00:00	2018-07-02T08:48:18+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Usa Dead Sea shaving Cream for Men All Skin	2N-C2ZT-YSNI	B0016VW618	Shipped	1	USD	15.59						1.56		MATHIS	TX	78368-1941	US	è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
114-2884099-0793003	114-2884099-0793003	2018-07-01T22:26:08+00:00	2018-07-02T07:55:22+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Usa Dead Sea shaving Cream for Men All Skin	R0-9P3N-MM7G	B0016VW618	Shipped	1	USD	15.59						6.56		NEWTON	NJ	07860-4509	US	VPC-1-34345921 Coupon,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
113-5113561-4477858	113-5113561-4477858	2018-07-01T21:15:44+00:00	2018-07-02T22:33:27+00:00	Shipped	Amazon	Amazon.com			NextDay	Premier Dead Sea Body Butter Herbal Scent	DW-MG8E-BMQG	B00157ZFC0	Shipped	2	USD	39.98		11.98				4.0		Hamilton	OH	45013-4028	US	è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
111-5831547-7405817	111-5831547-7405817	2018-07-01T21:04:58+00:00	2018-07-02T21:35:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black L	MY16055K0L	B0761V7L2R	Shipped	1	USD	34.39								doral	fl	33166	US		false		
112-8698298-5456211	112-8698298-5456211	2018-07-01T19:38:27+00:00	2018-07-02T22:17:49+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Essential Face Cleanser for Men	06-LI7A-IZ44	B0052K03KA	Shipped	1	USD	11.59	0.33					6.16		Philadelphia	PA	19118	US	VPC-1-34345921 Coupon,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
113-7128708-3261009	113-7128708-3261009	2018-07-01T19:37:13+00:00	2018-07-03T00:59:34+00:00	Shipped	Amazon	Amazon.com			Standard	Premier Dead Sea Para-pharmaceutical Exfoliating Facial Gel, Brown, 4.25-Fluid Ounce	HF-a69e-PEFGX	B0016Q1RI6	Shipped	1	USD	25.69		3.71					3.71	BELLEVILLE	MI	48111-1571	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	false		
113-8798583-4158614	113-8798583-4158614	2018-07-01T18:52:51+00:00	2018-07-02T20:35:38+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Miracle Noir Mask, 2.04 Fluid Ounce	HF-a10e-MINM	B0010BBCFK	Shipped	1	USD	40.48								GREAT FALLS	VA	22066-1535	US		false		
113-9677929-4165065	113-9677929-4165065	2018-07-01T16:03:56+00:00	2018-07-01T22:31:44+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Body Butter Herbal Scent	0Z-KJNM-D56T	B00157ZFC0	Shipped	1	USD	19.99						7.0		PLANO	TX	75025-2818	US	VPC-1-34345921 Coupon,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
113-1276336-9562659	113-1276336-9562659	2018-07-01T12:24:55+00:00	2018-07-02T21:20:57+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Usa Dead Sea shaving Cream for Men All Skin	R0-9P3N-MM7G	B0016VW618	Shipped	1	USD	15.59						6.56		LONG BEACH	NY	11561-4346	US	VPC-1-34345921 Coupon,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
114-5632733-6121009	114-5632733-6121009	2018-07-01T11:52:15+00:00	2018-07-02T07:15:48+00:00	Shipped	Amazon	Amazon.com			SecondDay	Gratiae AHA Cleansing and Peeling Foam	KN-QWP1-D5XB	B004OF9EPO	Shipped	1	USD	19.39						6.94		FOREST HILLS	NY	11375-5741	US	VPC-1-34345921 Coupon,è´­ä¹°æ??æ?£ 2018/06/28 10-10-58-472	false		
113-0402000-2713004	113-0402000-2713004	2018-07-01T05:46:17+00:00	2018-07-02T06:06:49+00:00	Shipped	Amazon	Amazon.com			SecondDay	Premier Dead Sea Luxurious Anti-aging Neck Cream, 2.04 oz	A5-X9GB-M912	B002DL9M2G	Shipped	1	USD	39.21								ROSEVILLE	CA	95747-8899	US		false		
