sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity
00-1VZ1-IH69	X001MR5RYF	B004H09KEQ		Unknown					0	0	0	0	0		0	0	0
06-LI7A-IZ44	X001HAG5XJ	B0052K03KA	Premier Dead Sea Essential Face Cleanser for Men	New	10.09	No		Yes	187	186	1	0	187	0.01	0	0	0
0Z-KJNM-D56T	X001HAAVTN	B00157ZFC0	Premier Dead Sea Body Butter Herbal Scent	New	19.99	No		Yes	111	111	0	0	111	0.09	0	0	0
1M-3M12-58YS	X001BK07GL	B002DYY35Y	Premier Dead Sea Mineral Body Treatment - Salt Scrub - Lemon Aroma	New	17.39	No		Yes	0	0	0	0	0	0.01	0	0	0
1N-I8OQ-5NL6	X001E28I03	B00D6L6NY2	Premier Dead Sea Para-pharmaceutical Exfoliating Facial Gel 125 ML/ 4.25 FL.OZ	New	25.99	No		Yes	0	0	0	0	0	0	0	0	0
2N-C2ZT-YSNI	X001CPXTFL	B0016VW618	Premier Usa Dead Sea shaving Cream for Men All Skin	New	15.61	No		Yes	36	35	0	1	36	0	0	0	0
3E-OBBY-DIEZ	X001BZ317N	B00157XFNQ	Premier Active Moisture Complex - Normal to Dry Skin	New	39.59	No		Yes	54	51	1	2	54	0.02	0	0	0
3S-1QX9-6RRP	X001MU9L2B	B001DXOWA2	Premier Dead Sea Ageless Future Cell Renewal Cream	New	75.07	No		Yes	40	39	1	0	40	0.02	0	0	0
40-G0ZX-HJNG	X001EVO9BV	B00022AUVA	Premier Dead Sea Age Defying/Anti Age Cream	New	55.99	No		Yes	0	0	0	0	0	0.02	0	0	0
54-2HQR-70OB	X001FPB0BN	B00115TXRE		Unknown					9	0	0	9	9		0	0	0
58-6A0P-DRT9	X001K6GUYT	B001278VEW	Premier Dead Sea Professional Peeling Mask	New	38.50	No		Yes	60	59	0	1	60	0.02	0	0	0
5D-ZS9Q-CYOL	X001A8Y035	B003Y7D0HQ	Premier Dead Sea Pearl White Cream Complex, 2.04-Fluid Ounce	New	61.53	No		Yes	2	2	0	0	2	0.02	0	0	0
5S-TEQM-ZWF1	B000VEWF2Q	B000VEWF2Q		Unknown					1	0	1	0	1		0	0	0
5X-E8TX-UKIW	X00171A4VR	B002DYY35Y	Premier Dead Sea Mineral Body Treatment - Salt Scrub - Lemon Aroma	New	16.39	No		Yes	15	13	0	2	15	0.01	0	0	0
6T-8V8W-3S67	X0015FXF93	B000VF5WVG	Premier by Dead Sea Premier Luxury Collection Milk Cleanser, 8.5 fl oz	New	24.59	No		Yes	2	0	0	2	2	0.05	0	0	0
7K-XLQF-24PG	B000VEWF2Q	B000VEWF2Q		Unknown					1	0	1	0	1		0	0	0
8V-1JSS-5D7M	X001GR4BZ7	B004H02GDI		Unknown					0	0	0	0	0		0	0	0
8X-ORFA-L07U	X001C0RCFJ	B003CEA88U		Unknown					0	0	0	0	0		0	0	0
97-6SJH-1LTA	X001FB4RML	B001561M00	Premier Dead Sea Intensive Biox Thermal Beauty Mask**NEW IN BOX**SAME IN MALL**	New	53.49	No		Yes	0	0	0	0	0	0.03	0	0	0
A5-X9GB-M912	X001K0ZSB1	B002DL9M2G	Premier Dead Sea Luxurious Anti-aging Neck Cream, 2.04 oz	New	39.21	No		Yes	1	1	0	0	1	0.02	0	0	0
B000VEWF2Q	B000VEWF2Q	B000VEWF2Q		Unknown					1	0	1	0	1		0	0	0
BM-6KQ2-02X2	X001FBQ32N	B004HFNFU6		Unknown					0	0	0	0	0		0	0	0
BU-8SVS-Q5LV	X001CN96RX	B008YFY9TQ		Unknown					0	0	0	0	0		0	0	0
C3-311K-550X	X001BKSZX3	B00115TXRE		Unknown					0	0	0	0	0		0	0	0
CF-7C1X-596L	X001MPQ9NZ	B003Y7EU16	Premier Dead Sea Day Cream Complex (for normal to dry skin)	New	50.99	No		Yes	92	92	0	0	92	0.02	0	0	0
DA-BINR-0UIS	X001FKUA5Z	B002KFR628		Unknown					0	0	0	0	0		0	0	0
DI-JC1L-4Y5S	X001K11AK3	B0010BBCFK		Unknown					0	0	0	0	0		0	0	0
DM-LSF9-NGGG	X001C13LRB	B002QSD1YQ	Dead Sea Premier Moisture Cream for Normal to Dry Skin	New	55.99	No		Yes	0	0	0	0	0	0.02	0	0	0
DW-MG8E-BMQG	X0014UY1GP	B00157ZFC0	Premier Dead Sea Body Butter Herbal Scent	New	19.99	No		Yes	1	0	0	1	1	0.09	0	0	0
E8-GWV1-AJMB	X001HQT6B1	B008YFY9TQ	Premier Dead Sea Aromatic Body Butter- Milk and Honey, 175ml	New	36.00	No		Yes	48	0	48	0	48	0.1	0	0	0
EW-ERSE-5U59	X001FZUCWV	B0012IVH2O	premier dead sea body butter milk & honey scent Plastic Jar	Unknown	0.00	No		Yes	0	0	0	0	24	0.01	24	0	0
GE-EMV6-4E4J	X001K2PX4L	B003CEA88U		Unknown					0	0	0	0	0		0	0	0
GX-HUMS-YACQ	X001CYMUZ7	B000VEXG2E		Unknown					0	0	0	0	0		0	0	0
HF-I2e-AABS	X001QEZ2HB	B000VER1RU	Premier Dead Sea Biox Intensive Age Cream/Anti-age Complex, 2.0400-Fluid Ounce	New	60.99	No		Yes	79	67	2	10	79	0.02	0	0	0
HF-T9QA-X3JZ	X001FD46M5	B001561M00	Premier Dead Sea Intensive Biox Thermal Beauty Mask**NEW IN BOX**SAME IN MALL**	New	53.49	No		Yes	27	27	0	0	75	0.03	48	0	0
HF-a10e-MINM	X001REQDTV	B0010BBCFK	Premier Dead Sea Miracle Noir Mask, 2.04 Fluid Ounce	New	39.09	No		Yes	71	36	0	35	72	0.07	0	0	1
HF-a136e-MHBB	X001S7U39D	B0012IVH2O	premier dead sea body butter milk & honey scent Plastic Jar	New	15.98	No		Yes	0	0	0	0	0	0.01	0	0	0
HF-a14e-NICC	X001Q1F5TT	B00117D9MW	Premier Dead Sea Night Cream Complex, 2.04 Fluid Ounce	New	52.99	No		Yes	0	0	0	0	48	0.04	0	0	48
HF-a18e-IADC	X001TVCAFN	B00022AUVA	Premier Dead Sea Age Defying/Anti Age Cream	New	55.99	No		Yes	0	0	0	0	0	0.02	0	0	0
HF-a1e-LCMC	X001Q1E9CX	B000VF5WVG	Premier by Dead Sea Premier Luxury Collection Milk Cleanser, 8.5 fl oz	New	25.99	No		Yes	110	102	0	8	110	0.05	0	0	0
HF-a21e-SCFM	X001PZ5OB5	B0010OMN4G	Premier Dead Sea Shaving Cream for Men, Tube, 4.2268-Fluid Ounce	New	17.39	No		Yes	36	36	0	0	36	0.02	0	0	0
